Id,Name,Description,Category,Density,ECI_A1A3
2433,"Steel, hot-dip galvanized steel","worldsteel 2023 study. Obtained by passing cold rolled coil through a molten zinc bath, in order to coat the steel with a thin layer of zinc to provide corrosion resistance. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Hot Dip Galvanized Steel features excellent forming properties, paintability, weldability, and is suitable for fabrication by forming, pressing and bending. Applications include domestic applications, building applications (e.g. wall elements, roofing applications), automotive applications (e.g. body in white for vehicles underbody auto parts), lighting fixtures, drums and various kinds of sections applications, profiled sheets, etc. Typical thickness between 0.3 - 3 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.21 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.41 kg CO2e per kg.",Steel,7850,2.62
2434,"Steel, Plate","worldsteel 2023 study. A flat steel sheet rolled on a hot rolling mill. It can be found on the market in sheets and is further processed into finished products by the manufacturers. Heavy plate is used in a large number of sectors: structural steels, shipbuilding, pipes, pressure vessels, boilers, heavy metal structures, offshore structures etc. Typical thickness between 2 to 20 mm. The maximum width is 1860 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.22 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.16 kg CO2e per kg.",Steel,7850,2.38
2435,"Steel, Cold Rolled Coil","worldsteel 2023 study. Obtained by a further thickness reduction of a pickled hot rolled coil. This step is achieved at low temperature in a cold-reduction mill. It can be found on the market in coil, but requires a further heating process before being manufactured into finished products. The various types of cold rolled steel are used as primary material for finished cold rolled coils & coated coils. Typical thickness between 0.15 - 3 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.2 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.27 kg CO2e per kg.",Steel,7850,2.47
2436,"Steel, pickled hot-rolled coil","worldsteel 2023 study. Hot rolled steel from which the iron oxides present at the surface have been removed in a pickling process. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. The various types of pickled hot rolled steel have applications in virtually all sectors of industry: transport, construction, shipbuilding, gas containers, pressure vessels, energy pipelines, etc. Typical thickness between 2 - 7 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.17 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.21 kg CO2e per kg.",Steel,7850,2.38
2437,"Steel, Wire rod","worldsteel 2023 study. Wire rod is a rolled steel product, produced from a semi and having a round, rectangular or other cross-section. Particularly fine cross-sections may be achieved by subsequent cold forming (drawing). Wire rod is wound into coils and transported in this form. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.16 kg CO2e per kg.",Steel,7850,2.16
2438,"Steel, Hot Rolled Coil","worldsteel 2023 study. Steel coil rolled on a hot-strip mill. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. The various types of hot rolled steel have applications in virtually all sectors of industry: transport, construction, shipbuilding, gas containers, pressure vessels, energy pipelines, etc.  Hot rolled steel sheet with an anti-slip surface and a diamond or teardrop pattern are typically used for stairs, industrial floors and tailboards for goods vehicles. Typical thickness between 2 - 7 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.19 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.07 kg CO2e per kg.",Steel,7850,2.26
2439,"Steel, Rebar","worldsteel 2023 study. For European rebar see seperate data. A steel reinforcing bar is rolled on a hot rolling mill. It can be found on the market for direct use or is further processed into finished products by the manufacturers. This product is used to strengthen concrete in highway and building construction also as primary product for the wire rod process. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -0.56 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.16 kg CO2e per kg.",Steel,7850,1.72
2440,"Steel, Section","worldsteel 2023 study. A steel section rolled on a hot rolling mill. Steel Sections include I-beams, H-beams, wide-flange beams, and sheet piling. It can be found on the market for direct use. This product is used in construction, multi-story buildings, industrial buildings, bridge trusses, vertical highway supports, and riverbank reinforcement. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -0.2 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.41 kg CO2e per kg.",Steel,7850,1.61
2441,"Steel, Engineering steel","worldsteel 2023 study. Engineering Steel is rolled on a Hot Rolling mill. It can be found on the market and is further processed into finished products by the manufacturers This steel is used in the manufacture of tools, dies, components for engines, drives, equipment, transmissions, etc. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of 0.1 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.74 kg CO2e per kg.",Steel,7850,1.64
2442,"Steel, global seamless tube","worldsteel 2023 study. seamless tube.  At an EOL recovery rate of 85%. Module D impact of -0.38 kg CO2e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.52 kg CO2e per kg.",Steel,7850,1.9
2443,"Asphalt, 3% (bitumen) binder content (by mass)","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,50.09113047
2444,"Asphalt, 3.5% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,51.12528323
2445,"Asphalt, 4% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,52.15943598
2446,"Asphalt, 4.5% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,53.19358873
2447,"Asphalt, 5% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,54.22774149
2448,"Asphalt, 5.5% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,55.26189424
2449,"Asphalt, 6% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,56.29604699
2450,"Asphalt, 6.5% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,57.33019975
2451,"Asphalt, 7% binder content","Straight run bitumen content by mass. Using ICE DB average aggregates. Cradle to mixed asphalt. Includes asphalt mixing energy (which was estimated based upon MPA sustainable development data, but had to be converted to an all 3 scopes emissions factor - the MPA metrics do not include scope 3 emissions), transport of constituents by road to asphalt plant (assumed 250km for bitumen. 27.7 miles for aggregates [Ref: MPA Sustainable Development Report 2018]) and embodied carbon of ingredients. The transport of mixed asphalt to site is not included, e.g. cradle to mixed asphalt boundary. Density is for compacted asphalt. Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,58.3643525
2452,"Road surface, asphalt, 3% (bitumen) binder content (by mass)","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,14.19726303
2453,"Road surface, asphalt, 3.5% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,14.44271919
2454,"Road surface, asphalt, 4% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,14.68817534
2455,"Road surface, asphalt, 4.5% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,14.9336315
2456,"Road surface,  asphalt, 5% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,15.17908765
2457,"Road surface,  asphalt, 5.5% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,15.42454381
2458,"Road surface, , asphalt, 6% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,15.66999997
2459,"Road surface,  asphalt, 6.5% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,15.91545612
2460,"Road surface,  asphalt, 7% binder content","Surface or binder course, at the stated average straight run bitumen content by mass. Cradle to constructed road surface. Using ICE DB average aggregates. Includes embodied carbon of ingredients. Also includes transport of mixed asphalt to site, distance 30.2 miles [Ref: Mineral Products Association, Sustainable Development Report 2018]. Density is for compacted asphalt. Includes road laying and compacting energy [Ref: TRL, report PRP575 (V4), Protocol for the calculation of whole life cycle greenhouse gas emissions generated by asphalt, M Wayman et al., 2014.]. Assumed 1% waste during road construction (assumption - specific data was not available). Embodied carbon of bitumen from EuroBitume, 2012.",Asphalt,2350,16.16091228
2461,"Aluminium General, European Mix, Inc Imports","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Based upon European production and the import of aluminium consumed in Europe. Module D = -3.13 kg CO2e per unit. EOL recovery rate of 95%, based upon DU Telft study of European construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,6.668717531
2462,"Aluminium sheet, European Mix, Inc Imports","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Based upon European production and the import of aluminium consumed in Europe. Module D = -3.09 kg CO2e per unit. EOL recovery rate of 95%, based upon DU Telft study of European construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,6.581176
2463,"Aluminium foil, European Mix, Inc Imports","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Based upon European production and the import of aluminium consumed in Europe. Module D = -3.54 kg CO2e per unit. EOL recovery rate of 95%, based upon DU Telft study of European construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,7.468978
2464,"Aluminium extruded profile, European Mix, Inc Imports","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Based upon European production and the import of aluminium consumed in Europe. Module D = -3.21 kg CO2e per unit. EOL recovery rate of 95%, based upon DU Telft study of European construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,6.825242
2465,"Aluminium, cast, European Mix, Inc Imports","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Based upon European production and the import of aluminium consumed in Europe. Module D = -3.12 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,6.715190088
2466,"Aluminium General, Worldwide","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,13.05553999
2467,"Aluminium sheet, Worldwide","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions.  Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,12.95589499
2468,"Aluminium foil, Worldwide","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions.  Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,13.76689499
2469,"Aluminium extruded profile, Worldwide","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions.  Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,13.17639499
2470,"Aluminium cast, Worldwide","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions.  Module D = -8.69 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,13.18689499
2471,"Aluminium, North American","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -3.69 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,5.651616031
2472,"Aluminium, Africa","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -8.65 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,12.4057499
2473,"Aluminium, China","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -10.25 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,14.59356866
2474,"Aluminium, Japan","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -7.34 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,10.62451254
2475,"Aluminium, Middle East","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -7.48 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,10.80980016
2476,"Aluminium, Oceania","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -8.9 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,12.75208459
2477,"Aluminium, Other Asia","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -11.19 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,15.8690968
2478,"Aluminium, Russia","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -3.61 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,5.548323034
2479,"Aluminium, South America","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -5.65 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,8.319000554
2480,"Aluminium, South Korea","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -8.31 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,11.94685321
2481,"Aluminium, produced in Europe","This data has been derived from the world aluminium LCA's. They have produced LCA reports for Europe, North America and worldwide aluminium. Modelled at worldwide average scrap input of 31%, to avoid market distortions. This entry doesn’t consider aluminium imported into Europe. The aluminium must be made in Europe. Modelled with 25.6% extrusions, 55.7% rolled and 18.7% castings. Module D = -3.64 kg CO2e per unit. EOL recovery rate of 83%, based upon worldwide global aluminium flow model and for the building and construction sector. With a 2% material loss yield on the scrap recovered.",Aluminium,2750,5.583938203
2482,Timber - Average of all data - No Carbon Storage,"Average of data collected, 211 datapoints. This is not a weighted average. It is an average of all data collected on timber. Excludes Carbon Storage.",Timber,623.5850835,0.492826143
2483,"Timber, Chipboard - No Carbon Storage","Average of data collected, 6 datapoints.  Excludes Carbon Storage.",Timber,590.0166667,0.400163731
2484,"Timber, Closed panel timber frame system - No Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,450,0.452459016
2485,"Timber, CLT - No Carbon Storage",Data from IStructE 2nd edition embodied carbon guide. European produced. Excludes Carbon Storage.,Timber,465,0.25
2486,"Timber, Fibreboard - No Carbon Storage","Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,600.0074141,0.715306502
2487,"Timber, Glulam - No Carbon Storage",Data from IStructE 2nd edition embodied carbon guide. European produced. Excludes Carbon Storage.,Timber,470,0.28
2488,"Timber, Hardboard - No Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,807.7056,0.815247536
2489,"Timber, Hardwood - No Carbon Storage","Average of data collected, 22 datapoints.  Excludes Carbon Storage.",Timber,742.1111111,0.305560544
2490,"Timber, Laminate - No Carbon Storage","Average of data collected, 11 datapoints.  Excludes Carbon Storage.",Timber,622.5,0.69776337
2491,"Timber, Laminated strand lumber - No Carbon Storage","Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,615.5382345,0.504079166
2492,"Timber, Laminated veneer lumber - No Carbon Storage","Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",Timber,525.9209973,0.389801514
2493,"Timber, MDF - No Carbon Storage","Average of data collected, 13 datapoints.  Excludes Carbon Storage.",Timber,756.0599557,0.856454322
